WeekDay,Day,Month,Year,Tarih,Saat,Tuketim(MWh)
5,9,9,2016,9.09.2016,10:00,"37.925,34"
5,9,9,2016,9.09.2016,11:00,"38.940,52"
5,9,9,2016,9.09.2016,12:00,"37.973,84"
5,9,9,2016,9.09.2016,13:00,"37.361,57"
5,9,9,2016,9.09.2016,14:00,"39.294,88"
5,9,9,2016,9.09.2016,15:00,"38.996,58"
5,9,9,2016,9.09.2016,16:00,"38.337,07"
5,9,9,2016,9.09.2016,17:00,"36.720,69"
5,9,9,2016,9.09.2016,18:00,"35.079,43"
5,9,9,2016,9.09.2016,19:00,"35.808,57"
5,9,9,2016,9.09.2016,20:00,"35.991,95"
5,9,9,2016,9.09.2016,21:00,"35.097,35"
5,9,9,2016,9.09.2016,22:00,"34.916,32"
5,9,9,2016,9.09.2016,23:00,"33.217,27"
6,10,9,2016,10.09.2016,00:00,"31.103,01"
6,10,9,2016,10.09.2016,01:00,"29.113,27"
6,10,9,2016,10.09.2016,02:00,"28.247,02"
6,10,9,2016,10.09.2016,03:00,"27.400,10"
6,10,9,2016,10.09.2016,04:00,"27.068,21"
6,10,9,2016,10.09.2016,05:00,"26.760,82"
6,10,9,2016,10.09.2016,06:00,"25.846,91"
6,10,9,2016,10.09.2016,07:00,"26.804,62"
6,10,9,2016,10.09.2016,08:00,"30.181,63"
6,10,9,2016,10.09.2016,09:00,"33.401,67"
6,10,9,2016,10.09.2016,10:00,"34.596,63"
6,10,9,2016,10.09.2016,11:00,"35.493,81"
6,10,9,2016,10.09.2016,12:00,"35.020,15"
6,10,9,2016,10.09.2016,13:00,"35.156,56"
6,10,9,2016,10.09.2016,14:00,"35.213,68"
6,10,9,2016,10.09.2016,15:00,"34.474,49"
6,10,9,2016,10.09.2016,16:00,"33.555,14"
6,10,9,2016,10.09.2016,17:00,"32.475,70"
6,10,9,2016,10.09.2016,18:00,"32.194,59"
6,10,9,2016,10.09.2016,19:00,"33.624,92"
6,10,9,2016,10.09.2016,20:00,"33.761,49"
6,10,9,2016,10.09.2016,21:00,"32.747,46"
6,10,9,2016,10.09.2016,22:00,"32.397,90"
6,10,9,2016,10.09.2016,23:00,"30.349,48"
7,11,9,2016,11.09.2016,00:00,"28.220,95"
7,11,9,2016,11.09.2016,01:00,"26.246,69"
7,11,9,2016,11.09.2016,02:00,"24.932,94"
7,11,9,2016,11.09.2016,03:00,"24.002,97"
7,11,9,2016,11.09.2016,04:00,"23.535,61"
7,11,9,2016,11.09.2016,05:00,"22.988,15"
7,11,9,2016,11.09.2016,06:00,"21.576,14"
7,11,9,2016,11.09.2016,07:00,"21.270,19"
7,11,9,2016,11.09.2016,08:00,"22.396,39"
7,11,9,2016,11.09.2016,09:00,"24.149,42"
7,11,9,2016,11.09.2016,10:00,"25.681,72"
7,11,9,2016,11.09.2016,11:00,"26.817,33"
7,11,9,2016,11.09.2016,12:00,"26.966,08"
7,11,9,2016,11.09.2016,13:00,"27.299,69"
7,11,9,2016,11.09.2016,14:00,"27.029,66"
7,11,9,2016,11.09.2016,15:00,"26.803,81"
7,11,9,2016,11.09.2016,16:00,"26.310,14"
7,11,9,2016,11.09.2016,17:00,"25.708,88"
7,11,9,2016,11.09.2016,18:00,"26.174,44"
7,11,9,2016,11.09.2016,19:00,"28.015,40"
7,11,9,2016,11.09.2016,20:00,"28.504,50"
7,11,9,2016,11.09.2016,21:00,"27.910,03"
7,11,9,2016,11.09.2016,22:00,"27.372,65"
7,11,9,2016,11.09.2016,23:00,"25.605,21"
1,12,9,2016,12.09.2016,00:00,"23.512,57"
1,12,9,2016,12.09.2016,01:00,"21.314,34"
1,12,9,2016,12.09.2016,02:00,"19.822,73"
1,12,9,2016,12.09.2016,03:00,"19.008,31"
1,12,9,2016,12.09.2016,04:00,"19.007,39"
1,12,9,2016,12.09.2016,05:00,"19.349,15"
1,12,9,2016,12.09.2016,06:00,"19.354,05"
1,12,9,2016,12.09.2016,07:00,"19.606,95"
1,12,9,2016,12.09.2016,08:00,"19.858,83"
1,12,9,2016,12.09.2016,09:00,"20.303,27"
1,12,9,2016,12.09.2016,10:00,"20.526,83"
1,12,9,2016,12.09.2016,11:00,"20.692,46"
1,12,9,2016,12.09.2016,12:00,"21.153,55"
1,12,9,2016,12.09.2016,13:00,"21.653,43"
1,12,9,2016,12.09.2016,14:00,"21.660,97"
1,12,9,2016,12.09.2016,15:00,"21.563,84"
1,12,9,2016,12.09.2016,16:00,"21.692,20"
1,12,9,2016,12.09.2016,17:00,"21.636,46"
1,12,9,2016,12.09.2016,18:00,"22.180,68"
1,12,9,2016,12.09.2016,19:00,"24.210,88"
1,12,9,2016,12.09.2016,20:00,"24.686,97"
1,12,9,2016,12.09.2016,21:00,"24.134,39"
1,12,9,2016,12.09.2016,22:00,"23.886,45"
1,12,9,2016,12.09.2016,23:00,"22.988,69"
2,13,9,2016,13.09.2016,00:00,"21.675,85"
2,13,9,2016,13.09.2016,01:00,"20.258,78"
2,13,9,2016,13.09.2016,02:00,"19.416,17"
2,13,9,2016,13.09.2016,03:00,"18.687,13"
2,13,9,2016,13.09.2016,04:00,"18.485,22"
2,13,9,2016,13.09.2016,05:00,"18.142,37"
2,13,9,2016,13.09.2016,06:00,"17.796,48"
2,13,9,2016,13.09.2016,07:00,"17.940,44"
2,13,9,2016,13.09.2016,08:00,"19.471,36"
2,13,9,2016,13.09.2016,09:00,"21.071,56"
2,13,9,2016,13.09.2016,10:00,"22.487,64"
2,13,9,2016,13.09.2016,11:00,"23.216,77"
2,13,9,2016,13.09.2016,12:00,"23.507,95"
2,13,9,2016,13.09.2016,13:00,"23.341,46"
2,13,9,2016,13.09.2016,14:00,"23.144,68"
2,13,9,2016,13.09.2016,15:00,"22.807,53"
2,13,9,2016,13.09.2016,16:00,"22.517,59"
2,13,9,2016,13.09.2016,17:00,"22.380,82"
2,13,9,2016,13.09.2016,18:00,"22.973,39"
2,13,9,2016,13.09.2016,19:00,"24.998,05"
2,13,9,2016,13.09.2016,20:00,"25.130,66"
2,13,9,2016,13.09.2016,21:00,"24.674,33"
2,13,9,2016,13.09.2016,22:00,"24.326,40"
2,13,9,2016,13.09.2016,23:00,"23.459,88"
3,14,9,2016,14.09.2016,00:00,"22.130,41"
3,14,9,2016,14.09.2016,01:00,"20.827,91"
3,14,9,2016,14.09.2016,02:00,"19.801,52"
3,14,9,2016,14.09.2016,03:00,"19.287,42"
3,14,9,2016,14.09.2016,04:00,"19.102,24"
3,14,9,2016,14.09.2016,05:00,"18.975,12"
3,14,9,2016,14.09.2016,06:00,"18.376,63"
3,14,9,2016,14.09.2016,07:00,"18.433,81"
3,14,9,2016,14.09.2016,08:00,"19.814,83"
3,14,9,2016,14.09.2016,09:00,"21.805,67"
3,14,9,2016,14.09.2016,10:00,"23.304,24"
3,14,9,2016,14.09.2016,11:00,"24.096,94"
3,14,9,2016,14.09.2016,12:00,"24.487,84"
3,14,9,2016,14.09.2016,13:00,"24.546,54"
3,14,9,2016,14.09.2016,14:00,"24.412,70"
3,14,9,2016,14.09.2016,15:00,"24.072,66"
3,14,9,2016,14.09.2016,16:00,"23.791,32"
3,14,9,2016,14.09.2016,17:00,"23.516,57"
3,14,9,2016,14.09.2016,18:00,"24.028,43"
3,14,9,2016,14.09.2016,19:00,"25.940,49"
3,14,9,2016,14.09.2016,20:00,"26.096,12"
3,14,9,2016,14.09.2016,21:00,"25.322,34"
3,14,9,2016,14.09.2016,22:00,"24.814,05"
3,14,9,2016,14.09.2016,23:00,"23.705,09"
4,15,9,2016,15.09.2016,00:00,"22.492,69"
4,15,9,2016,15.09.2016,01:00,"21.149,17"
4,15,9,2016,15.09.2016,02:00,"20.206,89"
4,15,9,2016,15.09.2016,03:00,"19.573,36"
4,15,9,2016,15.09.2016,04:00,"19.600,53"
4,15,9,2016,15.09.2016,05:00,"19.742,96"
4,15,9,2016,15.09.2016,06:00,"18.950,02"
4,15,9,2016,15.09.2016,07:00,"19.167,50"
4,15,9,2016,15.09.2016,08:00,"20.910,40"
4,15,9,2016,15.09.2016,09:00,"23.014,67"
4,15,9,2016,15.09.2016,10:00,"24.241,46"
4,15,9,2016,15.09.2016,11:00,"25.213,77"
4,15,9,2016,15.09.2016,12:00,"25.800,68"
4,15,9,2016,15.09.2016,13:00,"25.900,23"
4,15,9,2016,15.09.2016,14:00,"25.822,90"
4,15,9,2016,15.09.2016,15:00,"25.229,15"
4,15,9,2016,15.09.2016,16:00,"24.700,10"
4,15,9,2016,15.09.2016,17:00,"24.235,03"
4,15,9,2016,15.09.2016,18:00,"24.584,84"
4,15,9,2016,15.09.2016,19:00,"26.353,57"
4,15,9,2016,15.09.2016,20:00,"26.115,56"
4,15,9,2016,15.09.2016,21:00,"25.569,50"
4,15,9,2016,15.09.2016,22:00,"25.459,67"
4,15,9,2016,15.09.2016,23:00,"24.432,74"
5,16,9,2016,16.09.2016,00:00,"23.275,49"
5,16,9,2016,16.09.2016,01:00,"21.924,64"
5,16,9,2016,16.09.2016,02:00,"21.256,44"
5,16,9,2016,16.09.2016,03:00,"20.667,98"
5,16,9,2016,16.09.2016,04:00,"20.541,63"
5,16,9,2016,16.09.2016,05:00,"20.727,32"
5,16,9,2016,16.09.2016,06:00,"20.329,50"
5,16,9,2016,16.09.2016,07:00,"20.868,08"
5,16,9,2016,16.09.2016,08:00,"24.170,77"
5,16,9,2016,16.09.2016,09:00,"27.203,73"
5,16,9,2016,16.09.2016,10:00,"28.554,79"
5,16,9,2016,16.09.2016,11:00,"29.641,32"
5,16,9,2016,16.09.2016,12:00,"29.611,91"
5,16,9,2016,16.09.2016,13:00,"29.327,43"
5,16,9,2016,16.09.2016,14:00,"30.103,20"
5,16,9,2016,16.09.2016,15:00,"29.689,74"
5,16,9,2016,16.09.2016,16:00,"29.356,79"
5,16,9,2016,16.09.2016,17:00,"28.578,27"
5,16,9,2016,16.09.2016,18:00,"28.506,39"
5,16,9,2016,16.09.2016,19:00,"30.009,40"
5,16,9,2016,16.09.2016,20:00,"29.809,06"
5,16,9,2016,16.09.2016,21:00,"28.892,84"
5,16,9,2016,16.09.2016,22:00,"28.529,34"
5,16,9,2016,16.09.2016,23:00,"27.596,85"
6,17,9,2016,17.09.2016,00:00,"25.902,92"
6,17,9,2016,17.09.2016,01:00,"24.190,12"
6,17,9,2016,17.09.2016,02:00,"23.574,95"
6,17,9,2016,17.09.2016,03:00,"22.944,99"
6,17,9,2016,17.09.2016,04:00,"22.779,12"
6,17,9,2016,17.09.2016,05:00,"22.810,77"
6,17,9,2016,17.09.2016,06:00,"22.071,99"
6,17,9,2016,17.09.2016,07:00,"22.579,29"
6,17,9,2016,17.09.2016,08:00,"25.331,82"
6,17,9,2016,17.09.2016,09:00,"27.726,94"
6,17,9,2016,17.09.2016,10:00,"29.138,37"
6,17,9,2016,17.09.2016,11:00,"29.817,98"
6,17,9,2016,17.09.2016,12:00,"29.679,43"
6,17,9,2016,17.09.2016,13:00,"30.361,04"
6,17,9,2016,17.09.2016,14:00,"30.508,63"
6,17,9,2016,17.09.2016,15:00,"29.497,55"
6,17,9,2016,17.09.2016,16:00,"29.061,12"
6,17,9,2016,17.09.2016,17:00,"28.414,45"
6,17,9,2016,17.09.2016,18:00,"28.655,70"
6,17,9,2016,17.09.2016,19:00,"30.278,82"
6,17,9,2016,17.09.2016,20:00,"29.983,33"
6,17,9,2016,17.09.2016,21:00,"29.109,37"
6,17,9,2016,17.09.2016,22:00,"28.988,79"
6,17,9,2016,17.09.2016,23:00,"27.860,82"
7,18,9,2016,18.09.2016,00:00,"25.935,24"
7,18,9,2016,18.09.2016,01:00,"24.531,28"
7,18,9,2016,18.09.2016,02:00,"23.474,69"
7,18,9,2016,18.09.2016,03:00,"22.903,98"
7,18,9,2016,18.09.2016,04:00,"22.474,63"
7,18,9,2016,18.09.2016,05:00,"22.441,38"
7,18,9,2016,18.09.2016,06:00,"21.606,06"
7,18,9,2016,18.09.2016,07:00,"21.626,49"
7,18,9,2016,18.09.2016,08:00,"23.124,49"
7,18,9,2016,18.09.2016,09:00,"25.045,24"
7,18,9,2016,18.09.2016,10:00,"26.692,80"
7,18,9,2016,18.09.2016,11:00,"27.628,02"
7,18,9,2016,18.09.2016,12:00,"27.677,41"
7,18,9,2016,18.09.2016,13:00,"28.340,58"
7,18,9,2016,18.09.2016,14:00,"28.411,92"
7,18,9,2016,18.09.2016,15:00,"27.927,19"
7,18,9,2016,18.09.2016,16:00,"27.708,45"
7,18,9,2016,18.09.2016,17:00,"27.120,36"
7,18,9,2016,18.09.2016,18:00,"27.674,18"
7,18,9,2016,18.09.2016,19:00,"29.690,79"
7,18,9,2016,18.09.2016,20:00,"29.828,73"
7,18,9,2016,18.09.2016,21:00,"29.137,34"
7,18,9,2016,18.09.2016,22:00,"28.903,46"
7,18,9,2016,18.09.2016,23:00,"27.533,09"
1,19,9,2016,19.09.2016,00:00,"25.794,55"
1,19,9,2016,19.09.2016,01:00,"24.497,84"
1,19,9,2016,19.09.2016,02:00,"23.629,34"
1,19,9,2016,19.09.2016,03:00,"23.127,08"
1,19,9,2016,19.09.2016,04:00,"22.930,42"
1,19,9,2016,19.09.2016,05:00,"22.956,21"
1,19,9,2016,19.09.2016,06:00,"23.363,02"
1,19,9,2016,19.09.2016,07:00,"25.051,45"
1,19,9,2016,19.09.2016,08:00,"29.927,76"
1,19,9,2016,19.09.2016,09:00,"33.365,02"
1,19,9,2016,19.09.2016,10:00,"34.805,85"
1,19,9,2016,19.09.2016,11:00,"35.985,41"
1,19,9,2016,19.09.2016,12:00,"34.579,07"
1,19,9,2016,19.09.2016,13:00,"35.929,30"
1,19,9,2016,19.09.2016,14:00,"36.779,90"
1,19,9,2016,19.09.2016,15:00,"36.399,26"
1,19,9,2016,19.09.2016,16:00,"35.903,31"
1,19,9,2016,19.09.2016,17:00,"34.350,42"
1,19,9,2016,19.09.2016,18:00,"33.237,92"
1,19,9,2016,19.09.2016,19:00,"34.180,22"
1,19,9,2016,19.09.2016,20:00,"33.742,88"
1,19,9,2016,19.09.2016,21:00,"32.672,42"
1,19,9,2016,19.09.2016,22:00,"32.547,51"
1,19,9,2016,19.09.2016,23:00,"31.032,47"
2,20,9,2016,20.09.2016,00:00,"28.851,97"
2,20,9,2016,20.09.2016,01:00,"27.266,51"
2,20,9,2016,20.09.2016,02:00,"26.358,85"
2,20,9,2016,20.09.2016,03:00,"25.633,36"
2,20,9,2016,20.09.2016,04:00,"25.645,54"
2,20,9,2016,20.09.2016,05:00,"25.762,41"
2,20,9,2016,20.09.2016,06:00,"25.718,77"
2,20,9,2016,20.09.2016,07:00,"27.480,24"
2,20,9,2016,20.09.2016,08:00,"31.753,23"
2,20,9,2016,20.09.2016,09:00,"34.287,54"
2,20,9,2016,20.09.2016,10:00,"35.578,48"
2,20,9,2016,20.09.2016,11:00,"35.969,13"
2,20,9,2016,20.09.2016,12:00,"34.333,41"
2,20,9,2016,20.09.2016,13:00,"34.877,76"
2,20,9,2016,20.09.2016,14:00,"35.323,90"
2,20,9,2016,20.09.2016,15:00,"34.624,88"
2,20,9,2016,20.09.2016,16:00,"34.230,71"
2,20,9,2016,20.09.2016,17:00,"33.091,82"
2,20,9,2016,20.09.2016,18:00,"32.289,19"
2,20,9,2016,20.09.2016,19:00,"33.020,58"
2,20,9,2016,20.09.2016,20:00,"32.444,70"
2,20,9,2016,20.09.2016,21:00,"31.581,82"
2,20,9,2016,20.09.2016,22:00,"31.359,13"
2,20,9,2016,20.09.2016,23:00,"29.822,63"
3,21,9,2016,21.09.2016,00:00,"27.794,32"
3,21,9,2016,21.09.2016,01:00,"26.368,57"
3,21,9,2016,21.09.2016,02:00,"25.637,42"
3,21,9,2016,21.09.2016,03:00,"25.071,56"
3,21,9,2016,21.09.2016,04:00,"24.841,31"
3,21,9,2016,21.09.2016,05:00,"24.720,09"
3,21,9,2016,21.09.2016,06:00,"24.693,03"
3,21,9,2016,21.09.2016,07:00,"26.275,20"
3,21,9,2016,21.09.2016,08:00,"30.540,25"
3,21,9,2016,21.09.2016,09:00,"32.641,12"
3,21,9,2016,21.09.2016,10:00,"33.921,20"
3,21,9,2016,21.09.2016,11:00,"34.536,41"
3,21,9,2016,21.09.2016,12:00,"32.992,95"
3,21,9,2016,21.09.2016,13:00,"33.610,43"
3,21,9,2016,21.09.2016,14:00,"34.216,90"
3,21,9,2016,21.09.2016,15:00,"33.548,40"
3,21,9,2016,21.09.2016,16:00,"33.341,31"
3,21,9,2016,21.09.2016,17:00,"32.284,18"
3,21,9,2016,21.09.2016,18:00,"31.791,65"
3,21,9,2016,21.09.2016,19:00,"32.893,58"
3,21,9,2016,21.09.2016,20:00,"32.306,75"
3,21,9,2016,21.09.2016,21:00,"31.465,55"
3,21,9,2016,21.09.2016,22:00,"31.281,05"
3,21,9,2016,21.09.2016,23:00,"29.439,13"
4,22,9,2016,22.09.2016,00:00,"27.717,97"
4,22,9,2016,22.09.2016,01:00,"26.345,70"
4,22,9,2016,22.09.2016,02:00,"25.226,25"
4,22,9,2016,22.09.2016,03:00,"24.662,92"
4,22,9,2016,22.09.2016,04:00,"24.603,35"
4,22,9,2016,22.09.2016,05:00,"24.629,93"
4,22,9,2016,22.09.2016,06:00,"24.639,74"
4,22,9,2016,22.09.2016,07:00,"26.094,29"
4,22,9,2016,22.09.2016,08:00,"30.461,62"
4,22,9,2016,22.09.2016,09:00,"32.954,50"
4,22,9,2016,22.09.2016,10:00,"33.866,23"
4,22,9,2016,22.09.2016,11:00,"34.512,42"
4,22,9,2016,22.09.2016,12:00,"32.719,10"
4,22,9,2016,22.09.2016,13:00,"33.561,33"
4,22,9,2016,22.09.2016,14:00,"34.149,92"
4,22,9,2016,22.09.2016,15:00,"33.663,85"
4,22,9,2016,22.09.2016,16:00,"33.237,36"
4,22,9,2016,22.09.2016,17:00,"32.324,32"
4,22,9,2016,22.09.2016,18:00,"32.083,45"
4,22,9,2016,22.09.2016,19:00,"32.930,61"
4,22,9,2016,22.09.2016,20:00,"32.210,61"
4,22,9,2016,22.09.2016,21:00,"31.189,50"
4,22,9,2016,22.09.2016,22:00,"30.939,42"
4,22,9,2016,22.09.2016,23:00,"29.557,88"
5,23,9,2016,23.09.2016,00:00,"27.460,13"
5,23,9,2016,23.09.2016,01:00,"26.085,30"
5,23,9,2016,23.09.2016,02:00,"25.342,97"
5,23,9,2016,23.09.2016,03:00,"24.788,44"
5,23,9,2016,23.09.2016,04:00,"24.733,86"
5,23,9,2016,23.09.2016,05:00,"24.820,64"
5,23,9,2016,23.09.2016,06:00,"24.740,64"
5,23,9,2016,23.09.2016,07:00,"26.051,01"
5,23,9,2016,23.09.2016,08:00,"30.459,98"
5,23,9,2016,23.09.2016,09:00,"32.958,51"
5,23,9,2016,23.09.2016,10:00,"33.973,90"
5,23,9,2016,23.09.2016,11:00,"34.450,94"
5,23,9,2016,23.09.2016,12:00,"32.539,45"
5,23,9,2016,23.09.2016,13:00,"32.007,03"
5,23,9,2016,23.09.2016,14:00,"33.637,27"
5,23,9,2016,23.09.2016,15:00,"32.599,68"
5,23,9,2016,23.09.2016,16:00,"32.667,59"
5,23,9,2016,23.09.2016,17:00,"32.048,28"
5,23,9,2016,23.09.2016,18:00,"31.610,86"
5,23,9,2016,23.09.2016,19:00,"32.477,84"
5,23,9,2016,23.09.2016,20:00,"31.843,17"
5,23,9,2016,23.09.2016,21:00,"31.077,70"
5,23,9,2016,23.09.2016,22:00,"30.694,27"
5,23,9,2016,23.09.2016,23:00,"29.473,91"
6,24,9,2016,24.09.2016,00:00,"27.628,25"
6,24,9,2016,24.09.2016,01:00,"26.244,67"
6,24,9,2016,24.09.2016,02:00,"25.463,05"
6,24,9,2016,24.09.2016,03:00,"24.573,93"
6,24,9,2016,24.09.2016,04:00,"24.588,50"
6,24,9,2016,24.09.2016,05:00,"24.676,78"
6,24,9,2016,24.09.2016,06:00,"24.304,01"
6,24,9,2016,24.09.2016,07:00,"24.970,83"
6,24,9,2016,24.09.2016,08:00,"28.257,43"
6,24,9,2016,24.09.2016,09:00,"30.661,86"
6,24,9,2016,24.09.2016,10:00,"31.776,29"
6,24,9,2016,24.09.2016,11:00,"32.402,99"
6,24,9,2016,24.09.2016,12:00,"31.159,94"
6,24,9,2016,24.09.2016,13:00,"31.190,44"
6,24,9,2016,24.09.2016,14:00,"31.262,46"
6,24,9,2016,24.09.2016,15:00,"30.731,10"
6,24,9,2016,24.09.2016,16:00,"30.462,40"
6,24,9,2016,24.09.2016,17:00,"29.892,37"
6,24,9,2016,24.09.2016,18:00,"30.205,95"
6,24,9,2016,24.09.2016,19:00,"31.468,96"
6,24,9,2016,24.09.2016,20:00,"30.853,04"
6,24,9,2016,24.09.2016,21:00,"29.976,62"
6,24,9,2016,24.09.2016,22:00,"29.784,87"
6,24,9,2016,24.09.2016,23:00,"28.208,11"
7,25,9,2016,25.09.2016,00:00,"26.324,07"
7,25,9,2016,25.09.2016,01:00,"25.084,31"
7,25,9,2016,25.09.2016,02:00,"24.035,69"
7,25,9,2016,25.09.2016,03:00,"23.559,48"
7,25,9,2016,25.09.2016,04:00,"23.149,91"
7,25,9,2016,25.09.2016,05:00,"23.189,98"
7,25,9,2016,25.09.2016,06:00,"22.425,28"
7,25,9,2016,25.09.2016,07:00,"21.996,94"
7,25,9,2016,25.09.2016,08:00,"23.200,76"
7,25,9,2016,25.09.2016,09:00,"24.794,47"
7,25,9,2016,25.09.2016,10:00,"26.271,58"
7,25,9,2016,25.09.2016,11:00,"26.858,88"
7,25,9,2016,25.09.2016,12:00,"26.327,05"
7,25,9,2016,25.09.2016,13:00,"26.892,06"
7,25,9,2016,25.09.2016,14:00,"26.803,49"
7,25,9,2016,25.09.2016,15:00,"26.320,59"
7,25,9,2016,25.09.2016,16:00,"26.379,41"
7,25,9,2016,25.09.2016,17:00,"26.302,56"
7,25,9,2016,25.09.2016,18:00,"27.373,52"
7,25,9,2016,25.09.2016,19:00,"29.316,92"
7,25,9,2016,25.09.2016,20:00,"29.082,19"
7,25,9,2016,25.09.2016,21:00,"28.279,74"
7,25,9,2016,25.09.2016,22:00,"28.117,74"
7,25,9,2016,25.09.2016,23:00,"26.613,18"
1,26,9,2016,26.09.2016,00:00,"24.887,27"
1,26,9,2016,26.09.2016,01:00,"23.714,20"
1,26,9,2016,26.09.2016,02:00,"23.199,21"
1,26,9,2016,26.09.2016,03:00,"22.779,09"
1,26,9,2016,26.09.2016,04:00,"22.631,57"
1,26,9,2016,26.09.2016,05:00,"23.002,23"
1,26,9,2016,26.09.2016,06:00,"23.359,64"
1,26,9,2016,26.09.2016,07:00,"25.192,64"
1,26,9,2016,26.09.2016,08:00,"29.635,39"
1,26,9,2016,26.09.2016,09:00,"32.101,09"
1,26,9,2016,26.09.2016,10:00,"33.106,55"
1,26,9,2016,26.09.2016,11:00,"33.666,45"
1,26,9,2016,26.09.2016,12:00,"31.985,51"
1,26,9,2016,26.09.2016,13:00,"32.795,93"
1,26,9,2016,26.09.2016,14:00,"33.485,81"
1,26,9,2016,26.09.2016,15:00,"33.030,46"
1,26,9,2016,26.09.2016,16:00,"33.086,13"
1,26,9,2016,26.09.2016,17:00,"32.466,69"
1,26,9,2016,26.09.2016,18:00,"32.325,38"
1,26,9,2016,26.09.2016,19:00,"33.269,42"
1,26,9,2016,26.09.2016,20:00,"32.504,45"
1,26,9,2016,26.09.2016,21:00,"31.430,71"
1,26,9,2016,26.09.2016,22:00,"31.076,47"
1,26,9,2016,26.09.2016,23:00,"29.012,87"
2,27,9,2016,27.09.2016,00:00,"27.470,44"
2,27,9,2016,27.09.2016,01:00,"26.239,33"
2,27,9,2016,27.09.2016,02:00,"25.557,83"
2,27,9,2016,27.09.2016,03:00,"24.968,44"
2,27,9,2016,27.09.2016,04:00,"24.849,44"
2,27,9,2016,27.09.2016,05:00,"25.003,54"
2,27,9,2016,27.09.2016,06:00,"25.399,71"
2,27,9,2016,27.09.2016,07:00,"26.779,30"
2,27,9,2016,27.09.2016,08:00,"30.734,24"
2,27,9,2016,27.09.2016,09:00,"32.884,14"
2,27,9,2016,27.09.2016,10:00,"33.656,86"
2,27,9,2016,27.09.2016,11:00,"34.041,84"
2,27,9,2016,27.09.2016,12:00,"32.279,65"
2,27,9,2016,27.09.2016,13:00,"33.098,16"
2,27,9,2016,27.09.2016,14:00,"33.709,13"
2,27,9,2016,27.09.2016,15:00,"33.702,87"
2,27,9,2016,27.09.2016,16:00,"33.008,00"
2,27,9,2016,27.09.2016,17:00,"32.710,98"
2,27,9,2016,27.09.2016,18:00,"32.617,14"
2,27,9,2016,27.09.2016,19:00,"33.553,84"
2,27,9,2016,27.09.2016,20:00,"32.776,67"
2,27,9,2016,27.09.2016,21:00,"31.651,77"
2,27,9,2016,27.09.2016,22:00,"31.291,54"
2,27,9,2016,27.09.2016,23:00,"29.600,86"
3,28,9,2016,28.09.2016,00:00,"27.589,03"
3,28,9,2016,28.09.2016,01:00,"26.277,99"
3,28,9,2016,28.09.2016,02:00,"25.505,69"
3,28,9,2016,28.09.2016,03:00,"25.088,11"
3,28,9,2016,28.09.2016,04:00,"25.076,41"
3,28,9,2016,28.09.2016,05:00,"25.224,72"
3,28,9,2016,28.09.2016,06:00,"25.488,99"
3,28,9,2016,28.09.2016,07:00,"26.878,33"
3,28,9,2016,28.09.2016,08:00,"30.939,11"
3,28,9,2016,28.09.2016,09:00,"33.241,57"
3,28,9,2016,28.09.2016,10:00,"33.969,58"
3,28,9,2016,28.09.2016,11:00,"34.346,97"
3,28,9,2016,28.09.2016,12:00,"32.369,86"
3,28,9,2016,28.09.2016,13:00,"33.123,54"
3,28,9,2016,28.09.2016,14:00,"33.954,76"
3,28,9,2016,28.09.2016,15:00,"33.430,65"
3,28,9,2016,28.09.2016,16:00,"33.241,17"
3,28,9,2016,28.09.2016,17:00,"32.770,24"
3,28,9,2016,28.09.2016,18:00,"32.635,92"
3,28,9,2016,28.09.2016,19:00,"33.399,37"
3,28,9,2016,28.09.2016,20:00,"32.758,10"
3,28,9,2016,28.09.2016,21:00,"31.613,42"
3,28,9,2016,28.09.2016,22:00,"31.340,40"
3,28,9,2016,28.09.2016,23:00,"29.999,86"
4,29,9,2016,29.09.2016,00:00,"27.741,07"
4,29,9,2016,29.09.2016,01:00,"26.136,63"
4,29,9,2016,29.09.2016,02:00,"25.184,46"
4,29,9,2016,29.09.2016,03:00,"24.698,33"
4,29,9,2016,29.09.2016,04:00,"24.696,90"
4,29,9,2016,29.09.2016,05:00,"25.022,84"
4,29,9,2016,29.09.2016,06:00,"25.334,33"
4,29,9,2016,29.09.2016,07:00,"26.730,82"
4,29,9,2016,29.09.2016,08:00,"30.677,62"
4,29,9,2016,29.09.2016,09:00,"33.127,34"
4,29,9,2016,29.09.2016,10:00,"34.018,35"
4,29,9,2016,29.09.2016,11:00,"34.505,16"
4,29,9,2016,29.09.2016,12:00,"32.670,26"
4,29,9,2016,29.09.2016,13:00,"33.526,12"
4,29,9,2016,29.09.2016,14:00,"34.097,76"
4,29,9,2016,29.09.2016,15:00,"33.722,35"
4,29,9,2016,29.09.2016,16:00,"33.591,36"
4,29,9,2016,29.09.2016,17:00,"32.866,12"
4,29,9,2016,29.09.2016,18:00,"32.521,51"
4,29,9,2016,29.09.2016,19:00,"33.606,20"
4,29,9,2016,29.09.2016,20:00,"32.828,01"
4,29,9,2016,29.09.2016,21:00,"31.894,91"
4,29,9,2016,29.09.2016,22:00,"31.605,69"
4,29,9,2016,29.09.2016,23:00,"29.998,16"
5,30,9,2016,30.09.2016,00:00,"27.828,70"
5,30,9,2016,30.09.2016,01:00,"26.614,28"
5,30,9,2016,30.09.2016,02:00,"25.675,74"
5,30,9,2016,30.09.2016,03:00,"25.166,93"
